lp,doc_id,title,date,grosse_anfrage,kleine_anfrage,cap_topic,cap_subtopic
18,18/11224,Lage der Flüchtlinge in Libyen,2017-02-13,0,1,19,1911
18,18/11316,Umsetzung der UN-Behindertenrechtskonvention im Bereich Haltestellen und Flugreisen,2017-02-15,0,1,2,205
18,18/11251,Vorversicherungszeiten in der Krankenversicherung der Rentner - Auswirkungen der 9/10-Regelung,2017-02-15,0,1,3,302
18,18/11317,Entwicklung und Verbraucherschutz beim Crowdfunding in Deutschland nach dem Inkrafttreten des Kleinanlegerschutzgesetzes,2017-02-15,0,1,15,1525
18,18/11313,Lohngleichheit zwischen Frauen und Männern,2017-02-15,0,1,2,202
18,18/11312,Erkenntnisse und Konsequenzen des letztjährigen Justizgipfels zur Bekämpfung extremistischer Gewalt,2017-02-15,0,1,2,209
18,18/11315,Planungen zur Einführung eines Bund-Länder-Portalverbunds für Serviceportale  des E-Governments und zum Ausbau von Onlinedienstleistungen,2017-02-15,0,1,20,2002
18,18/11303,Umsetzung der Empfehlungen des 1. NSU-Untersuchungsausschusses - hier: Eine Verlaufsstatistik zu politisch motivierten Straftaten,2017-02-15,0,1,2,209
18,18/11271,Zur Lage von geflüchteten Menschen mit Behinderungen,2017-02-15,0,1,2,230
18,18/11304,Finanzkontrolle Schwarzarbeit: Kontrolle von Mindestlöhnen 2016,2017-02-15,0,1,12,1202
18,18/11254,Nichtberücksichtigung älterer Arbeitsuchender  in der Arbeitslosenstatistik,2017-02-15,0,1,1,103
18,18/11322,Die deutsch-türkische Zusammenarbeit auf dem Gebiet der Inneren Sicherheit und Terror-Abwehr,2017-02-15,0,1,12,1201
18,18/11314,Teilhabebericht der Bundesregierung 2016 und sich daraus ergebender Handlungsbedarf,2017-02-15,0,1,2,205
18,18/11349,Geschlechtergerechtigkeit und Gleichstellung von Frauen und Mädchen in ländlichen Räumen,2017-02-16,0,1,2,202
18,18/11343,Beihilfe und gesetzliche Krankenversicherung,2017-02-16,0,1,3,302
18,18/11308,Aktueller Sachstand zu den belgischen Atomkraftwerken Doel und Tihange,2017-02-16,0,1,8,801
18,18/11356,Konsequenzen aus der DITIB-Diyanet-Spionage-Affäre sowie antisemitischen Vorfällen und antichristlichen Online-Kampagnen von DITIB-Untergliederungen für die Deutsche Islamkonferenz,2017-02-16,0,1,2,200
18,18/11253,Planungsstand der Bundesregierung zur PKW-Maut,2017-02-16,0,1,10,1002
18,18/11333,Abgaskontrollen von Kraftfahrzeugen,2017-02-16,0,1,7,705
18,18/11344,Vorwürfe von FRONTEX gegen Seenotretter,2017-02-16,0,1,16,1602
18,18/11252,Entwicklungsperspektiven des Paktes für Forschung und Innovation,2017-02-16,0,1,17,1700
18,18/11331,Geheimdienstbericht zu russischen Aktivitäten im Cyberraum,2017-02-16,0,1,16,1603
18,18/11348,Privathaltung von Wildtieren in Deutschland - Umsetzung des Koalitionsvertrages,2017-02-16,0,1,7,709
18,18/11305,Auswirkungen des Austritts Großbritanniens aus Euratom,2017-02-16,0,1,8,801
18,18/11216,"Einbeziehung des ehemaligen britischen Militärstandortes Dülmen in das neue Abschreckungskonzept ""European Reassurance Initiative""",2017-02-16,0,1,16,1602
18,18/11255,Steigende Stickoxid-Werte in deutschen Städten,2017-02-16,0,1,7,705
18,18/11256,Verbraucherfreundliche Stromkennzeichnung,2017-02-16,0,1,15,1525
18,18/11259,Die Ausübung von Zwang in psychiatrischen Einrichtungen,2017-02-16,0,1,3,333
18,18/11309,Erfassung von Passagierdaten in grenzüberschreitenden Zügen,2017-02-16,0,1,12,1201
18,18/11310,Bahnlärm im oberen Elbtal,2017-02-16,0,1,7,705
18,18/11311,Militärische Übungsflüge in Deutschland 2016,2017-02-16,0,1,16,1604
18,18/11321,Erdgasinfrastruktur in Deutschland und der EU,2017-02-16,0,1,8,803
18,18/11324,Luftrettung und Landeplätze nach Inkrafttreten der geänderten  Luftverkehrs-Ordnung,2017-02-16,0,1,10,1003
18,18/11345,Eindämmung von Cum/Cum-Geschäften und weiteren Gestaltungen zur künstlichen Generierung eines Steuervorteils,2017-02-16,0,1,15,1502
18,18/11358,Ertüchtigung von Partnerstaaten,2017-02-16,0,1,19,1900
18,18/11306,Fachkräftemangel und Fachkräftesicherung in ländlichen Räumen,2017-02-16,0,1,14,1405
18,18/11332,"Bedeutung bürgerschaftlichen Engagements, des Vereinslebens und des Sports in ländlichen Räumen",2017-02-16,0,1,13,1305
18,18/11328,Geschäftspraxis der Bundesanstalt für Immobilienaufgaben,2017-02-16,0,1,20,2008
18,18/11346,Bilanz des internationalen Engagements der Bundesregierung in der Berufsbildungskooperation,2017-02-16,0,1,5,506
18,18/11342,"Unfalluntersuchungsbericht zur Havarie des Containerschiffs ""CSCL Indian Ocean"" bei Hamburg (erneute Nachfrage zur Antwort der Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 18/8589)",2017-02-16,0,1,10,1007
18,18/11353,Rüstungsexporte 2013 bis 2017,2017-02-17,0,1,16,1606
18,18/11352,Politisch motivierte Straftaten in Deutschland im Januar 2017,2017-02-20,0,1,2,209
18,18/11372,Umweltsituation und menschenrechtliche Situation in den Ölförderregionen im Südsudan,2017-02-21,0,1,19,1911
18,18/11354,Aktuelle Entwicklungen am Atomstandort Fukushima,2017-02-21,0,1,8,801
18,18/11361,Deutsche Initiative zur Aufgabenerweiterung von Europol,2017-02-21,0,1,12,1201
18,18/11363,Folgen der Milchkrise und Situation auf dem Milchmarkt,2017-02-21,0,1,4,400
18,18/11362,Verfahren zur internationalen Herausgabe elektronischer Beweismittel,2017-02-21,0,1,12,1210
18,18/11355,Rechtsextreme Vorkommnisse in der Bundeswehr im Jahr 2016,2017-02-21,0,1,16,1608
18,18/11373,Kenntnisstand zur Stoffbewertung des Kältemittels R1234yf,2017-02-23,0,1,7,704
18,18/11381,Betrieb von US-Drohnen in deutschen Lufträumen,2017-02-23,0,1,16,1602
18,18/11366,Anspruch und Wirklichkeit bei der Breitbandversorgung,2017-02-23,0,1,17,1706
18,18/11385,Kontaminierte Kabinenluft in Flugzeugen,2017-02-24,0,1,7,708
18,18/11382,Umsetzung des Fünfzehnten Gesetzes zur Änderung des Luftverkehrsgesetzes - Maßnahmen zur Erhöhung der Sicherheit im Luftverkehr,2017-02-24,0,1,10,1003
18,18/11380,Kontakte der Bundesregierung zu Energiewirtschaft und klimaschützender Zivilgesellschaft,2017-02-24,0,1,20,2012
18,18/11383,Die EU-Sanktionen gegenüber Russland und die Möglichkeiten ihrer schrittweisen Aufhebung,2017-02-24,0,1,19,1908
18,18/11386,"Einreise, Aufenthalt und Auslieferung von Edward Snowden",2017-02-28,0,1,12,1210
18,18/11395,Standardisierung europäischer Informationssysteme,2017-02-28,0,1,12,1201
18,18/11393,Bundeseinheitlicher Herdenschutz,2017-02-28,0,1,7,709
18,18/11394,Besuch des Leiters des türkischen Geheimdienstes in Deutschland,2017-02-28,0,1,16,1603
18,18/11463,Ausländerfeindliche und rechtsextremistische Straftaten in der Bundesrepublik Deutschland im Januar 2017,2017-03-02,0,1,2,201
18,18/11396,Grenznahes Atomkraftwerk Cattenom,2017-03-02,0,1,8,801
18,18/11466,Höhe des gesetzlichen Mindestlohns und Umfang der Sonderregelungen und Übergangsvorschriften,2017-03-02,0,1,5,505
18,18/11464,Position der Bundesregierung zu Must-Run und starrer Restlast,2017-03-03,0,1,8,800
18,18/11374,"Gründung und Aufbau eines ""Instituts für gesellschaftlichen Zusammenhalt""",2017-03-03,0,1,17,1798
18,18/11467,Öffentliche Auftritte der Bundeswehr im zweiten Quartal 2017,2017-03-06,0,1,16,1600
18,18/11465,Prekäre Beschäftigung in der Wissenschaft und Auswirkungen der Novelle des Wissenschaftszeitvertragsgesetzes vom 17. März 2016,2017-03-06,0,1,20,2004
18,18/11478,Verbraucherschutz bei unseriösen Geschäftspraktiken (I) - Inkassowesen,2017-03-08,0,1,15,1525
18,18/11479,Verbraucherschutz bei unseriösen Geschäftspraktiken (II) - Unerlaubte Telefonwerbung,2017-03-08,0,1,15,1525
18,18/11480,Verbraucherschutz bei unseriösen Geschäftspraktiken (III) - Abmahnwesen im Urheberrecht,2017-03-08,0,1,15,1525
18,18/11485,Cannabismedizin und Straßenverkehr,2017-03-08,0,1,10,1002
18,18/11487,Die Anwendung von Zwang bei Kindern und Jugendlichen in der Kinder- und Jugendpsychiatrie sowie in Heimen,2017-03-08,0,1,3,333
18,18/11481,"Umsetzung der Konzeption der Gedenkstättenförderung des Bundes in Sachsen und Neugestaltung der Ausstellung ""Spuren des Unrechts"" in Torgau",2017-03-08,0,1,21,2101
18,18/11520,Finanzierung der zweiten Stammstrecke in München mit Bundesmitteln über das Gemeindeverkehrsfinanzierungsgesetz,2017-03-08,0,1,10,1001
18,18/11482,Zusammenarbeit mit Libyen zur Kontrolle der Landgrenzen,2017-03-08,0,1,12,1201
18,18/11483,"Maritime Zusammenarbeit mit Polizei, Gendarmerie und Militär in Libyen",2017-03-08,0,1,12,1201
18,18/11486,Share Deals am deutschen Portfoliomarkt,2017-03-08,0,1,15,1502
18,18/11459,Widersprüchliche Informationspolitik des Max-Planck-Instituts für ethnologische Forschungen im Fall Dr. Norman Finkelstein,2017-03-08,0,1,17,1799
18,18/11549,Kultur- und Kreativwirtschaft in Deutschland,2017-03-09,0,1,6,609
18,18/11505,Nachrüstungen von Fahrzeugen infolge des Abgasskandals,2017-03-09,0,1,7,705
18,18/11611,Bestandsaufnahme Tierschutz - Versprechen und Umsetzungen der Bundesregierung im Heimtierbereich,2017-03-09,0,1,7,709
18,18/11521,"Rechter Terror und die Partei ""Der III. Weg""",2017-03-09,0,1,2,209
18,18/11512,Die Kopplung von Entwicklungszusammenarbeit und Abschiebungen im Fall der Maghreb-Staaten,2017-03-09,0,1,2,230
18,18/11538,Umsetzungsstand von Lärmschutzmaßnahmen im Schienenverkehr,2017-03-09,0,1,7,705
18,18/11527,Unternehmensgründungen im digitalen Bereich,2017-03-09,0,1,15,1521
18,18/11497,Arbeitsbedingungen im Hotel- und Gaststättengewerbe,2017-03-09,0,1,5,505
18,18/11541,"Arbeitszeit: Trends, Kontrollen und Positionen",2017-03-09,0,1,5,505
18,18/11551,Leistungsschutzrecht für Presseverleger,2017-03-09,0,1,15,1522
18,18/11496,Umgang mit den Opfern der Blockade von Leningrad,2017-03-09,0,1,16,1619
18,18/11498,Sanierung Hinterlassenschaften der DDR-Erdgaswirtschaft,2017-03-09,0,1,8,803
18,18/11504,Aufgaben und Funktion der bundeseigenen NOW GmbH (Nationale Organisation Wasserstoff- und Brennstoffzellentechnologie),2017-03-09,0,1,8,898
18,18/11537,Monitoring-Daten zum Tierwohl aus dem Nutztierbereich,2017-03-09,0,1,4,406
18,18/11580,Umweltverschmutzung und Menschenrechtsverstöße beim Kupferbergbau,2017-03-09,0,1,19,1900
18,18/11552,Engagement der Bundesregierung gegen die weltweit tödlichste Infektionskrankheit Tuberkulose,2017-03-09,0,1,3,331
18,18/11548,Kooperation mit den Maghreb-Staaten in Bildung und Wissenschaft,2017-03-09,0,1,6,600
18,18/11677,EU-finanzierte Projekte sowie von der Bundesregierung finanzierte Projekte in den besetzten palästinensischen Gebieten und die Effizienz von Hilfen der EU und ihrer Mitgliedstaaten,2017-03-09,0,1,19,1901
18,18/11503,Aufsicht und Geschäftspraxis der DekaBank Deutsche Girozentrale,2017-03-09,0,1,15,1501
18,18/11542,Zugzahlen zwischen Stuttgart-Feuerbach und Stuttgart-Zuffenhausen  (Nachfrage zur Antwort der Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 18/10925),2017-03-09,0,1,10,1005
18,18/11561,"Umgang der Bundesregierung mit dem WBGU-Gutachten ""Der Umzug der Menschheit: Die transformative Kraft der Städte""",2017-03-09,0,1,14,1403
18,18/11570,Sammelabschiebungen nach Afghanistan und rechtsstaatliche Defizite im Abschiebungsvollzug,2017-03-10,0,1,2,230
18,18/11581,"Zehn Jahre Kitaausbau - Entwicklungen, Defizite und Handlungsbedarf",2017-03-10,0,1,13,1308
18,18/11582,"Straf- und Ermittlungsverfahren nach den §§ 129, 129a und 129b des Strafgesetzbuchs im Jahr 2016",2017-03-10,0,1,12,1227
18,18/11583,Kosten des OSZE-Gipfels am 8. und 9. Dezember 2016 in Hamburg,2017-03-10,0,1,20,2002
18,18/11571,Die Moscheevereinigung DITIB als politische Außenstelle Ankaras,2017-03-10,0,1,16,1603
18,18/11678,Berichte über angeblich russische Desinformationskampagne in Litauen,2017-03-15,0,1,19,1908
18,18/11717,Mögliche Verfahrensmängel im Asylverfahren infolge interner Erledigungsvorgaben,2017-03-15,0,1,20,2002
18,18/11679,Rechtsextreme Bestrebungen des Vereins Volkshilfe e.V.,2017-03-15,0,1,2,209
18,18/11689,Geplante Infrastrukturgesellschaft des Bundes,2017-03-15,0,1,10,1002
18,18/11675,Austausch biometrischer Daten zwischen Europol bzw. Interpol mit der Kriminalpolizei und dem Militär der Vereinigten Staaten,2017-03-15,0,1,12,1201
18,18/11586,Rückzahlbarkeit von Subventionen für deutsche Werften,2017-03-15,0,1,1,108
18,18/11688,Strukturen des Organisationsbereichs Cyber- und Informationsraum der Bundeswehr in Nordrhein-Westfalen,2017-03-15,0,1,16,1603
18,18/11715,Einschätzung zur Menschenrechtslage in Eritrea,2017-03-15,0,1,19,1925
18,18/11680,Freiwillige Kämpferinnen und Kämpfer aus Deutschland gegen den IS,2017-03-15,0,1,19,1920
18,18/11687,Forschungen an der Überwachungsplattform FLYSEC,2017-03-15,0,1,10,1003
18,18/11705,Teilevakuierung von Atomkraftwerken infolge eines fehlenden Funkkontakts zu einem Passagierflugzeug am 10. März 2017,2017-03-17,0,1,8,801
18,18/11716,Rückführungen und Abschiebungen von unbegleiteten Minderjährigen,2017-03-17,0,1,2,230
18,18/11731,Zusammenarbeit im Flüchtlingsbereich mit Belarus,2017-03-17,0,1,2,230
18,18/11704,Hygienepersonal in den Krankenhäusern,2017-03-17,0,1,3,325
18,18/11718,Gefährdungspotenzial durch türkisch-nationalistische Gruppierungen,2017-03-17,0,1,2,209
18,18/11656,Politisch motivierte Straftaten in Deutschland im Februar 2017,2017-03-20,0,1,2,209
18,18/11730,Umsetzung der Gemeinsamen Fischereipolitik in Deutschland,2017-03-20,0,1,4,408
18,18/11759,"Gemeinsame Terrorabwehr-Übung ""GETEX"" von Polizei und Bundeswehr",2017-03-20,0,1,16,1604
18,18/11657,Ausländerfeindliche und rechtsextremistische Straftaten in der Bundesrepublik Deutschland im Februar 2017,2017-03-21,0,1,2,201
18,18/11676,Maßnahmen des EU-Internet-Forums zur Kontrolle des Internets und verschlüsselter Telekommunikation,2017-03-21,0,1,17,1709
18,18/11760,Elektro-Ladesäuleninfrastruktur des Bundes,2017-03-22,0,1,8,806
18,18/11763,Gebetsräume an deutschen Verkehrsflughäfen,2017-03-22,0,1,2,207
18,18/11793,Abschiebungen nach Afghanistan,2017-03-22,0,1,2,230
18,18/11829,"Beschaffung der hochfliegenden Spionagedrohne ""Triton"" durch die Bundeswehr",2017-03-22,0,1,16,1610
18,18/11762,Deutsch-französischer Vorschlag zur Verteilung von Asylsuchenden,2017-03-22,0,1,2,230
18,18/11794,Beschäftigte beim Bundesamt für Migration und Flüchtlinge - Stufenzuordnung nach § 16 des Tarifvertrags für den öffentlichen Dienst,2017-03-22,0,1,20,2004
18,18/11761,Aktuelle Daten zu befristeter Beschäftigung,2017-03-22,0,1,5,505
18,18/11799,Das Statusfeststellungsverfahren der Deutschen Rentenversicherung,2017-03-22,0,1,13,1303
18,18/11764,Zukunft der Wetterstationen des Deutschen Wetterdienstes,2017-03-22,0,1,17,1708
18,18/11798,Der Panzerdeal von Rheinmetall in der Türkei und die Bundesregierung,2017-03-22,0,1,16,1606
18,18/11831,Verbesserung des Alleenschutzes,2017-03-22,0,1,7,709
18,18/11792,"Weiterentwicklung der ""Nationalen Forschungsstrategie Bioökonomie 2030""",2017-03-23,0,1,7,798
18,18/11807,Haltung der Bundesregierung zum geplanten Governance-System der Energieunion,2017-03-23,0,1,8,800
18,18/11836,Haltung von Wildtieren im Zirkus,2017-03-23,0,1,7,709
18,18/11826,Erneuerbare Energien und Abwärme-Nutzung in der Wärmeversorgung,2017-03-23,0,1,8,806
18,18/11804,Position der Bundesregierung zu den Vorschlägen der Europäischen Kommission über den europäischen Strommarkt,2017-03-23,0,1,8,800
18,18/11806,"Verzögerungen beim Modellversuch ""Schutzstreifen außerorts""",2017-03-23,0,1,10,1002
18,18/11819,Fahrraddiebstahl,2017-03-23,0,1,12,1210
18,18/11827,Flächenverbrauch und Flächenzertifikatehandel,2017-03-23,0,1,14,1400
18,18/11841,Stand der Umsetzung des europäischen Migrationsmanagements am Horn von Afrika,2017-03-24,0,1,2,230
18,18/11850,Herausforderungen für die humanitäre Hilfe und Entwicklungspolitik sechs Jahre nach Beginn des Krieges in Syrien,2017-03-24,0,1,19,1901
18,18/11821,Auswahlentscheidung System Sturmgewehr Bundeswehr,2017-03-24,0,1,16,1610
18,18/11838,Die Lage der Zivilbevölkerung in Afghanistan,2017-03-24,0,1,19,1919
18,18/11842,Angriffe auf Jesiden im Nordirak,2017-03-24,0,1,19,1920
18,18/11839,Ausweitung des Betätigungsverbots der Arbeiterpartei Kurdistans PKK auf  weitere Organisationssymbole,2017-03-24,0,1,12,1227
18,18/11848,Mögliche Probleme bei der Versorgung von Kindern psychisch kranker und suchtkranker Eltern,2017-03-27,0,1,13,1308
18,18/11855,Stopp der staatlichen Förderung des Islamverbandes DITIB,2017-03-27,0,1,2,209
18,18/11863,"Umsetzung der Vorratsdatenspeicherung - Datenschutz, Technik und Sicherheit",2017-03-28,0,1,2,208
18,18/11865,Effektivität eines sogenannten Migrationsberatungszentrums in Tunesien,2017-03-28,0,1,2,230
18,18/11862,"Umsetzung der Vorratsdatenspeicherung - Kosten, Fristen, rechtliche Grundlage",2017-03-28,0,1,2,208
18,18/11915,Verlegerbeteiligung in der Verwertungsgesellschaft WORT,2017-03-28,0,1,15,1522
18,18/11860,Umsetzung des Kuttenverbotes für Rocker durch Verschärfung des Vereinsgesetzes,2017-03-29,0,1,2,207
18,18/11861,Stationierung der Bundeswehr in der Republik Türkei (Nachfrage zur Antwort der  Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 18/11697),2017-03-29,0,1,16,1602
18,18/11875,Menschenrechtliche Folgen des Uranabbaus in Tansania,2017-03-29,0,1,19,1925
18,18/11897,Wertebildung im Integrationsprozess,2017-03-29,0,1,2,230
18,18/11917,Verdacht des Mautbetrugs durch Abgasmanipulation bei schweren Lkw,2017-03-29,0,1,12,1202
18,18/11849,"Sonderbeauftragte für geschlechtsspezifische Verfolgung beim BAMF und die Situation von Menschen, die eine begründete Furcht vor Verfolgung wegen ihrer sexuellen Orientierung bzw. Geschlechtsidentität geltend machen",2017-03-29,0,1,2,230
18,18/11871,"Kosten, Umweltauswirkungen und Flächenverbrauch der B 51 Ortsumfahrung Bad Iburg",2017-03-29,0,1,10,1002
18,18/11857,Begleitung von Mitgliedern der Bundesregierung auf Auslandsreisen durch Vertreterinnen und Vertreter der Rüstungsindustrie,2017-03-29,0,1,20,2012
18,18/11896,Führerscheinerwerb junger Menschen in Baden-Württemberg,2017-03-29,0,1,10,1002
18,18/11916,Deutsche Unterstützung beim Aufbau der Panzerindustrie in der Türkei,2017-03-29,0,1,16,1606
18,18/11872,Tierschutz und Aquakulturen,2017-03-29,0,1,4,406
18,18/11858,Auswirkungen der Klimakrise auf die Finanzmärkte,2017-03-29,0,1,15,1500
18,18/11859,Elektromobilität im Stadtverkehr,2017-03-29,0,1,8,806
18,18/11873,Mittelverwendung bei der Nationalen Klimaschutzinitiative,2017-03-29,0,1,7,705
18,18/11874,Stärkung des Schienengüterverkehrs,2017-03-29,0,1,10,1005
18,18/11876,Das Betriebsrentenstärkungsgesetz - Umsetzung und Folgen,2017-03-29,0,1,5,503
18,18/11877,Stummer Frühling - Verlust von Vogelarten,2017-03-29,0,1,7,709
18,18/11887,Position der Bundesregierung zur Klimakrise und Eisschmelze in der Arktis,2017-03-29,0,1,19,1902
18,18/11895,G20-Gipfel 2017 in Hamburg,2017-03-29,0,1,19,1900
18,18/11820,Gemeinsame Programmierung deutscher und europäischer Entwicklungszusammenarbeit,2017-03-30,0,1,19,1901
18,18/11898,Waffenbesitz und Waffeneinsatz von und durch Neonazis,2017-03-31,0,1,12,1209
18,18/11914,Stellenabbau bei der Bombardier Transportation GmbH,2017-03-31,0,1,15,1599
18,18/11905,Marode Eisenbahnbrücken in Baden-Württemberg,2017-03-31,0,1,10,1005
18,18/11899,Todesopfer unter Flüchtlingen in die Bundesrepublik Deutschland und die Europäische Union im Jahr 2016,2017-03-31,0,1,2,230
18,18/11904,Marode Eisenbahnbrücken in Schleswig-Holstein,2017-03-31,0,1,10,1005
18,18/11906,Marode Eisenbahnbrücken in Nordrhein-Westfalen,2017-03-31,0,1,10,1005
18,18/11907,Forschungseinrichtung Institut für gesellschaftlichen Zusammenhalt,2017-03-31,0,1,17,1700
18,18/11902,Benefizkonzert von Bundeswehr und Bundespolizei für Krankenhaus in Syrien,2017-03-31,0,1,16,1600
18,18/11828,Anbindung sächsischer Städte an den Eisenbahn-Fernverkehr,2017-03-31,0,1,10,1005
18,18/11903,Einziehung von Pässen in türkischen Konsulaten,2017-03-31,0,1,19,1920
18,18/11908,Sprengstoffbesitz und Sprengstoffeinsatz von und durch Neonazis,2017-03-31,0,1,12,1209
18,18/11840,80. Jahrestag der Bombardierung von Gernika - Versöhnung und Entschädigung des deutschen Kriegsverbrechens,2017-03-31,0,1,16,1619
18,18/11901,Wahlkampfauftritte ausländischer Politikerinnen und Politiker in Deutschland,2017-03-31,0,1,19,1920
18,18/11922,Treffen von Innenministern aus Europa und Nordafrika zur Migrationsabwehr,2017-04-04,0,1,2,230
18,18/11935,"Deutschlands G20-Präsidentschaft und ""Eckpunkte für einen Marshall-Plan mit Afrika""",2017-04-04,0,1,19,1911
18,18/11941,Die sicherheitspolitische Kooperation Deutschlands mit dem Kosovo,2017-04-04,0,1,16,1602
18,18/11986,Löschpraxis und Rechtsdurchsetzung bei Facebook,2017-04-04,0,1,2,208
18,18/11934,"Europäische Satellitenkommunikation für militärische, geheimdienstliche und polizeiliche Zwecke",2017-04-04,0,1,17,1701
18,18/11921,"Bilanz der türkischen Militäroperation ""Schutzschild Euphrat"" in Syrien",2017-04-04,0,1,19,1920
18,18/11940,Unabhängigkeit und regionale Beratungsangebote der Unabhängigen Patientenberatung Deutschland gGmbH,2017-04-05,0,1,3,399
18,18/11961,Diskussion um die Umbenennung der nach dem Wehrmachts-Flieger Helmut Lent benannten Bundeswehr-Kaserne in Rotenburg,2017-04-06,0,1,16,1611
18,18/11951,Haftpflichtprämien und Sicherstellungszuschlag für freiberufliche Hebammen,2017-04-06,0,1,3,325
18,18/11943,Zulassungsbeschränkungen an Hochschulen,2017-04-06,0,1,6,601
18,18/11950,"Klagen und Widersprüche, Sanktionen bzw. Leistungseinschränkungen im Zweiten und Zwölften Buch Sozialgesetzbuch",2017-04-06,0,1,13,1302
18,18/11962,Die soziale Situation im Kosovo und der radikale Islamismus,2017-04-06,0,1,19,1908
18,18/11960,Eigenbeteiligungen von gesetzlich Versicherten bei der Krankenbehandlung,2017-04-06,0,1,3,302
18,18/11884,Aktuelle Entwicklungen in Tschernobyl und in der ukrainischen Atompolitik,2017-04-06,0,1,8,801
18,18/11944,Behördenzeugnisse des Bundesamtes für Verfassungsschutz,2017-04-06,0,1,12,1201
18,18/11963,Rechtsextreme Tendenzen der Identitären Bewegung und der Initiative <U+0084>Ein Prozent<U+0093>,2017-04-06,0,1,2,209
18,18/11959,Problematik des Gefährder-Begriffs (Nachfrage zur Antwort der Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 18/11369),2017-04-06,0,1,12,1227
18,18/11974,"Weitergabe von Aufklärungsdaten an Grenzbehörden in Libyen, Ägypten, Tunesien und Algerien",2017-04-10,0,1,12,1210
18,18/11966,Selbsttötungsversuche und Selbsttötungen bei der Bundespolizei und beim Zoll,2017-04-10,0,1,12,1209
18,18/12069,"Quellen des Verfassungsschutzes als Leumundszeugen des neonazistischen ""Satansmörders"" Hendrik Möbus",2017-04-10,0,1,12,1210
18,18/11967,Umweltstandards für Kohlekraftwerke,2017-04-10,0,1,8,805
18,18/11965,Dienstposten in den Ermittlungsdiensten der Bundespolizeiinspektionen und in den Bundespolizeiinspektionen Kriminalitätsbekämpfung,2017-04-10,0,1,12,1201
18,18/11976,Preisentwicklung und ärztliche Betreuung bei Cannabismedizin,2017-04-10,0,1,3,335
18,18/12008,Haltung der Bundesregierung zu Vorwürfen der türkischen Regierung gegenüber der Gülen-Bewegung,2017-04-10,0,1,19,1920
18,18/12056,Situation der Zivilbevölkerung in Mossul,2017-04-10,0,1,19,1920
18,18/11985,Ergänzende Informationen zur Asylstatistik für das erste Quartal 2017,2017-04-10,0,1,2,299
18,18/12015,Strukturen und Machtverhältnisse innerhalb der DITIB; geheimdienstliche Aktivitäten von Diyanet und DITIB sowie des türkischen Geheimdienstes MIT,2017-04-10,0,1,16,1603
18,18/12189,"Globale Gesundheitsfragen im Rahmen der G20-Präsidentschaft Deutschlands und die ""Eckpunkte für einen Marshall-Plan mit Afrika""",2017-04-10,0,1,19,1901
18,18/12009,Marode Eisenbahnbrücken in Bayern,2017-04-11,0,1,10,1005
18,18/12010,Marode Eisenbahnbrücken in Rheinland-Pfalz,2017-04-11,0,1,10,1005
18,18/12011,Marode Eisenbahnbrücken in Sachsen,2017-04-11,0,1,10,1005
18,18/12012,Bewältigung des Strukturwandels in der Bergbauregion Lausitz - Unterstützung durch die Bundesregierung,2017-04-11,0,1,1,108
18,18/12007,"Pregnant Mare Serum Gonadotropin (PMSG) - Produktion, Zulassung und Einsatz",2017-04-11,0,1,4,406
18,18/12019,"Freihandelsverhandlungen zwischen der Europäischen Union, Australien und Neuseeland",2017-04-12,0,1,18,1802
18,18/12016,Bilanz der neuen Hightech-Strategie sowie des Hightech-Forums,2017-04-12,0,1,17,1700
18,18/12013,Gesundheitsgefährdende Mineralöle in Lebensmitteln,2017-04-12,0,1,4,403
18,18/12070,Überschuldung und Schuldnerberatung in Deutschland,2017-04-12,0,1,15,1507
18,18/12036,Rekrutierung und Umgang mit Minderjährigen in der Bundeswehr,2017-04-12,0,1,16,1600
18,18/12035,"Pauschaler Verweis auf eine ""Third-Party-Rule"" zur Geheimhaltung der Kooperation europäischer Inlandsgeheimdienste",2017-04-12,0,1,12,1201
18,18/12014,Hintergründe zum Einsatz von Minen und Sprengfallen im Krieg im Irak und in Syrien,2017-04-12,0,1,19,1920
18,18/12031,Partikelemissionen bei Benzin-Pkw mit Direkteinspritzung,2017-04-18,0,1,7,705
18,18/12017,Marode Eisenbahnbrücken in Brandenburg,2017-04-19,0,1,10,1005
18,18/12006,Marode Eisenbahnbrücken in Hessen,2017-04-19,0,1,10,1005
18,18/12018,Marode Eisenbahnbrücken in Niedersachsen,2017-04-19,0,1,10,1005
18,18/12005,Marode Eisenbahnbrücken in Berlin,2017-04-19,0,1,20,2014
18,18/12030,Politisch motivierte Straftaten in Deutschland im März 2017,2017-04-20,0,1,2,209
18,18/12059,Grenznahes Atomkraftwerk Fessenheim,2017-04-21,0,1,8,801
18,18/12074,"Arbeitsbedingungen im Einzel-, Versand- und Onlinehandel",2017-04-21,0,1,5,505
18,18/12078,Beschäftigungspolitische Auswirkungen der Agenda 2010-Politik,2017-04-21,0,1,5,500
18,18/12072,Ermittlungen gegen mutmaßliche rechtsterroristische Vereinigungen (1/2),2017-04-21,0,1,2,209
18,18/12053,Umfang von Werbemaßnahmen der Bundeswehr im Jahr 2016,2017-04-21,0,1,16,1600
